UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,no_rand
5295,L52474,L,303.9,313.4,1442,48.5,174,0,0,0,0,0,0,5129
5296,L52475,L,303.8,313.2,1336,47.8,176,0,0,0,0,0,0,2133
5297,H34710,H,303.8,313.2,1379,50.2,178,0,0,0,0,0,0,3932
5298,L52477,L,303.7,313.1,1406,48.6,183,0,0,0,0,0,0,2900
5299,M20158,M,303.7,313.1,2130,18.1,185,0,0,0,0,0,0,8565
5300,L52479,L,303.7,313.1,1355,49.1,188,0,0,0,0,0,0,9518
5301,M20160,M,303.8,313.2,1710,26.5,190,0,0,0,0,0,0,2772
5302,L52481,L,303.8,313.1,1309,55.8,193,0,0,0,0,0,0,6582
5303,L52482,L,303.9,313.1,1491,37.2,195,0,0,0,0,0,0,9160
5304,L52483,L,303.9,313.2,1481,44.1,197,0,0,0,0,0,0,8234
5305,L52484,L,303.9,313.1,1425,49.3,199,0,0,0,0,0,0,8721
5306,H34719,H,303.9,313.2,1680,29.1,201,0,0,0,0,0,0,5431
5307,H34720,H,304,313.2,1612,31.7,206,0,0,0,0,0,0,3393
5308,L52487,L,304,313.3,1530,34.8,211,0,0,0,0,0,0,7260
5309,L52488,L,304,313.2,1481,42.6,213,0,0,0,0,0,0,7816
5310,M20169,M,303.9,313.2,1422,48,215,1,1,0,0,0,0,8058
5311,L52490,L,303.8,313,1427,43,0,0,0,0,0,0,0,7852
5312,H34725,H,303.7,312.9,1460,49.8,2,0,0,0,0,0,0,5777
5313,L52492,L,303.6,312.9,1873,23.5,7,0,0,0,0,0,0,2759
5314,M20173,M,303.7,312.9,1566,32.6,9,0,0,0,0,0,0,9292
5315,L52494,L,303.6,312.8,1701,30.8,12,0,0,0,0,0,0,9456
5316,L52495,L,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,5518
5317,M20176,M,303.6,312.8,1689,33.1,16,0,0,0,0,0,0,1419
5318,L52497,L,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,8384
5319,L52498,L,303.5,312.6,1496,39,21,0,0,0,0,0,0,5804
5320,M20179,M,303.5,312.7,1402,47,23,0,0,0,0,0,0,3597
5321,L52500,L,303.4,312.7,1363,45.5,26,0,0,0,0,0,0,7271
5322,M20181,M,303.4,312.7,1576,49.9,28,0,0,0,0,0,0,1311
5323,M20182,M,303.4,312.7,1357,55.3,31,0,0,0,0,0,0,2036
5324,M20183,M,303.4,312.7,1399,48.4,34,0,0,0,0,0,0,9878
5325,M20184,M,303.4,312.8,1526,30.8,37,0,0,0,0,0,0,5354
5326,L52505,L,303.5,312.7,1694,27.3,40,0,0,0,0,0,0,3172
5327,M20186,M,303.5,312.7,1420,49.1,42,0,0,0,0,0,0,1738
5328,M20187,M,303.5,312.7,2116,16.7,45,0,0,0,0,0,0,290
5329,M20188,M,303.7,312.9,1406,41.9,48,0,0,0,0,0,0,6156
5330,L52509,L,303.7,313,1456,45.5,51,0,0,0,0,0,0,3125
5331,L52510,L,303.6,312.9,1588,31.9,53,0,0,0,0,0,0,8691
5332,L52511,L,303.7,312.8,1448,44.5,55,0,0,0,0,0,0,7380
5333,H34746,H,303.6,312.7,1403,46.2,57,0,0,0,0,0,0,7067
5334,M20193,M,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,6065
5335,M20194,M,303.4,312.6,2706,9.8,65,1,0,0,1,0,0,7438
5336,M20195,M,303.3,312.4,1505,38.9,68,0,0,0,0,0,0,6958
5337,L52516,L,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,4280
5338,M20197,M,303.3,312.6,1482,44.4,73,0,0,0,0,0,0,9998
5339,M20198,M,303.3,312.5,1674,32.7,76,0,0,0,0,0,0,9942
5340,M20199,M,303.4,312.7,1594,32.8,79,0,0,0,0,0,0,261
5341,L52520,L,303.5,312.7,1393,49.3,82,0,0,0,0,0,0,5986
5342,H34755,H,303.5,312.8,1404,55.8,84,0,0,0,0,0,0,4526
5343,M20202,M,303.5,312.8,1375,45.7,89,0,0,0,0,0,0,738
5344,L52523,L,303.5,312.8,1607,38.4,92,0,0,0,0,0,0,5360
5345,L52524,L,303.4,312.8,1360,50.8,94,0,0,0,0,0,0,2762
5346,L52525,L,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,7767
5347,L52526,L,303.4,312.7,1534,35.5,98,0,0,0,0,0,0,175
5348,L52527,L,303.3,312.7,1262,63.8,100,0,0,0,0,0,0,4094
5349,L52528,L,303.3,312.6,1623,34.6,102,0,0,0,0,0,0,8051
5350,M20209,M,303.3,312.7,1642,33.6,104,0,0,0,0,0,0,8252
5351,M20210,M,303.4,312.8,1622,35.1,107,0,0,0,0,0,0,9634
5352,M20211,M,303.5,312.9,1530,34.5,110,0,0,0,0,0,0,3283
5353,M20212,M,303.4,312.8,1590,36.3,113,0,0,0,0,0,0,7232
5354,L52533,L,303.4,312.7,1589,34,116,0,0,0,0,0,0,6654
5355,L52534,L,303.4,312.6,1462,37.5,118,0,0,0,0,0,0,1928
5356,H34769,H,303.3,312.5,1328,49.8,120,0,0,0,0,0,0,8310
5357,H34770,H,303.3,312.6,1692,29,125,0,0,0,0,0,0,8763
5358,L52537,L,303.3,312.5,1968,20.6,130,0,0,0,0,0,0,8208
5359,H34772,H,303.3,312.6,1827,24.2,132,0,0,0,0,0,0,8642
5360,M20219,M,303.3,312.6,1397,47.1,137,0,0,0,0,0,0,7880
5361,L52540,L,303.3,312.6,1463,44,140,0,0,0,0,0,0,3654
5362,L52541,L,303.3,312.7,1643,30.7,142,0,0,0,0,0,0,6872
5363,L52542,L,303.2,312.6,1281,57,144,0,0,0,0,0,0,6230
5364,L52543,L,303.2,312.5,1518,39.9,146,0,0,0,0,0,0,5135
5365,L52544,L,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,4760
5366,L52545,L,303.1,312.6,1548,36.4,150,0,0,0,0,0,0,8322
5367,H34780,H,303.1,312.6,1404,40.6,152,0,0,0,0,0,0,5086
5368,M20227,M,303.1,312.5,1766,26.7,157,0,0,0,0,0,0,4181
5369,M20228,M,303.1,312.5,1667,30,160,0,0,0,0,0,0,6775
5370,H34783,H,303,312.5,1507,37.9,163,0,0,0,0,0,0,2749
5371,H34784,H,303,312.4,1627,37.1,168,0,0,0,0,0,0,1199
5372,L52551,L,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,3414
5373,H34786,H,302.9,312.3,1509,46.8,175,0,0,0,0,0,0,7709
5374,M20233,M,302.9,312.3,1809,25,180,0,0,0,0,0,0,4243
5375,L52554,L,302.9,312.3,1515,40.8,183,0,0,0,0,0,0,3854
5376,L52555,L,302.9,312.3,1530,34.9,185,0,0,0,0,0,0,7654
5377,H34790,H,302.8,312.3,1336,57.5,187,0,0,0,0,0,0,8181
5378,L52557,L,302.9,312.4,2030,19.1,192,0,0,0,0,0,0,9109
5379,L52558,L,302.9,312.4,1550,36.9,194,0,0,0,0,0,0,2835
5380,L52559,L,302.9,312.4,1446,41.7,196,0,0,0,0,0,0,7126
5381,L52560,L,302.8,312.3,1494,37.5,198,0,0,0,0,0,0,6510
5382,L52561,L,302.8,312.4,1651,27,200,0,0,0,0,0,0,531
5383,L52562,L,302.9,312.4,1698,33.8,202,0,0,0,0,0,0,4328
5384,L52563,L,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,4586
5385,M20244,M,302.9,312.4,1421,46,206,0,0,0,0,0,0,1368
5386,H34799,H,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,9454
5387,L52566,L,302.9,312.2,1469,42,214,0,0,0,0,0,0,6489
5388,L52567,L,302.8,312.2,1433,50,216,0,0,0,0,0,0,4145
5389,M20248,M,302.8,312.3,1432,49,218,0,0,0,0,0,0,4931
5390,L52569,L,302.8,312.3,1366,49.1,221,0,0,0,0,0,0,7326
5391,H34804,H,302.8,312.3,1483,47.2,223,0,0,0,0,0,0,3044
5392,L52571,L,302.7,312.2,1572,34.4,228,0,0,0,0,0,0,2910
5393,L52572,L,302.8,312.2,1481,40.2,230,0,0,0,0,0,0,811
5394,L52573,L,302.8,312.3,1473,42.6,232,0,0,0,0,0,0,2090
5395,M20254,M,302.8,312.3,1262,70.5,234,1,0,0,1,1,0,6174
5396,L52575,L,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,1809
5397,L52576,L,302.8,312.4,1523,39.7,239,0,0,0,0,0,0,544
5398,M20257,M,302.8,312.3,1416,42.7,241,0,0,0,0,0,0,959
5399,L52578,L,302.9,312.4,1923,23.9,244,0,0,0,0,0,0,4677
5400,H34813,H,302.8,312.4,1411,53.8,246,1,0,0,0,1,0,9760
5401,L52580,L,302.7,312.4,1477,46.3,251,1,0,0,0,1,0,5851
5402,M20261,M,302.6,312.3,1454,54.8,253,1,1,0,0,1,0,5202
5403,L52582,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,250
5404,L52583,L,302.7,312.3,1858,25.4,2,0,0,0,0,0,0,1523
5405,H34818,H,302.8,312.5,1422,46.1,4,0,0,0,0,0,0,9107
5406,L52585,L,302.7,312.4,1444,48.7,9,0,0,0,0,0,0,5315
5407,L52586,L,302.7,312.4,1360,47.8,11,0,0,0,0,0,0,2494
5408,L52587,L,302.7,312.4,1954,24.8,13,0,0,0,0,0,0,7695
5409,L52588,L,302.6,312.4,1628,33,15,0,0,0,0,0,0,1508
5410,L52589,L,302.7,312.4,1433,44.2,17,0,0,0,0,0,0,6799
5411,M20270,M,302.7,312.5,1417,51.5,19,0,0,0,0,0,0,2833
5412,L52591,L,302.8,312.6,1462,39.4,22,0,0,0,0,0,0,3300
5413,L52592,L,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,6936
5414,H34827,H,302.7,312.5,1527,36.4,26,0,0,0,0,0,0,2807
5415,L52594,L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,730
5416,M20275,M,302.6,312.4,1410,50.3,33,0,0,0,0,0,0,9752
5417,L52596,L,302.6,312.3,1660,30.3,36,0,0,0,0,0,0,1794
5418,L52597,L,302.6,312.4,1386,45.8,38,0,0,0,0,0,0,2932
5419,L52598,L,302.6,312.4,1398,41.6,40,0,0,0,0,0,0,8756
5420,L52599,L,302.6,312.3,1321,53.4,42,0,0,0,0,0,0,8881
5421,L52600,L,302.6,312.3,1512,34.2,44,0,0,0,0,0,0,4485
5422,M20281,M,302.6,312.3,1566,36.6,46,0,0,0,0,0,0,497
5423,M20282,M,302.7,312.4,1422,44.5,49,0,0,0,0,0,0,9954
5424,L52603,L,302.6,312.3,1647,31.8,52,0,0,0,0,0,0,7521
5425,L52604,L,302.6,312.2,1377,45.5,54,0,0,0,0,0,0,3865
5426,L52605,L,302.5,312.2,1775,27.9,56,0,0,0,0,0,0,2091
5427,L52606,L,302.6,312.3,1554,42,58,0,0,0,0,0,0,9281
5428,L52607,L,302.7,312.4,1423,51.9,60,0,0,0,0,0,0,7386
5429,L52608,L,302.7,312.4,1453,47.3,62,0,0,0,0,0,0,7901
5430,L52609,L,302.8,312.4,1590,34.4,64,0,0,0,0,0,0,6472
5431,L52610,L,302.8,312.5,1694,28.4,66,0,0,0,0,0,0,2429
5432,L52611,L,302.8,312.5,1462,43.4,68,0,0,0,0,0,0,8627
5433,L52612,L,302.8,312.4,1392,46.2,70,0,0,0,0,0,0,5573
5434,L52613,L,302.9,312.5,1550,45.5,72,0,0,0,0,0,0,2954
5435,L52614,L,302.9,312.5,1629,30.4,74,0,0,0,0,0,0,8972
5436,M20295,M,303,312.5,1524,42.1,76,0,0,0,0,0,0,5379
5437,M20296,M,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,911
5438,M20297,M,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,3885
5439,L52618,L,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,4330
5440,L52619,L,303,312.5,1626,30.5,87,0,0,0,0,0,0,6754
5441,H34854,H,303,312.5,1698,30,89,0,0,0,0,0,0,6381
5442,M20301,M,303,312.6,1392,42.9,94,0,0,0,0,0,0,3996
5443,L52622,L,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,2007
5444,M20303,M,303,312.7,1426,46.8,99,0,0,0,0,0,0,6640
5445,L52624,L,303,312.7,2024,19.9,102,0,0,0,0,0,0,573
5446,M20305,M,303,312.8,1648,32.1,104,0,0,0,0,0,0,1585
5447,L52626,L,303.1,312.9,1511,40.1,107,0,0,0,0,0,0,7438
5448,L52627,L,303.1,312.8,1465,44.1,109,0,0,0,0,0,0,8126
5449,L52628,L,303,312.7,1551,41.8,111,0,0,0,0,0,0,3766
5450,L52629,L,303.1,312.8,2329,15.1,113,0,0,0,0,0,0,4406
5451,H34864,H,303.1,312.8,1435,41.9,115,0,0,0,0,0,0,7283
5452,L52631,L,303,312.7,1361,48.8,120,0,0,0,0,0,0,6683
5453,M20312,M,303,312.7,1553,35.8,122,0,0,0,0,0,0,8245
5454,L52633,L,303,312.6,1451,42.1,125,0,0,0,0,0,0,2165
5455,L52634,L,303,312.5,1461,40.2,127,0,0,0,0,0,0,1827
5456,M20315,M,303.1,312.6,1895,23.5,129,0,0,0,0,0,0,1501
5457,M20316,M,303.1,312.6,1567,32.9,132,0,0,0,0,0,0,2417
5458,M20317,M,303,312.5,1602,33.7,135,0,0,0,0,0,0,1772
5459,L52638,L,303.1,312.6,1514,42.1,138,0,0,0,0,0,0,9043
5460,L52639,L,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,1904
5461,M20320,M,303,312.4,1526,36.1,142,0,0,0,0,0,0,8601
5462,M20321,M,302.9,312.3,1339,52.1,145,0,0,0,0,0,0,4327
5463,L52642,L,302.9,312.3,1889,22.8,148,0,0,0,0,0,0,1160
5464,L52643,L,302.9,312.4,1561,34.8,150,0,0,0,0,0,0,9248
5465,M20324,M,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,6362
5466,L52645,L,302.9,312.4,1424,49.5,155,0,0,0,0,0,0,1171
5467,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,2729
5468,L52647,L,302.9,312.4,1383,51.4,160,0,0,0,0,0,0,2593
5469,L52648,L,302.8,312.3,1764,29.9,162,0,0,0,0,0,0,3447
5470,M20329,M,302.7,312.2,1439,42.5,164,0,0,0,0,0,0,4714
5471,M20330,M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,3679
5472,L52651,L,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,7574
5473,L52652,L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,5702
5474,L52653,L,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,3754
5475,M20334,M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,3257
5476,L52655,L,302.7,312.2,1336,46.8,179,0,0,0,0,0,0,7615
5477,M20336,M,302.6,312.1,1445,42,181,0,0,0,0,0,0,2680
5478,L52657,L,302.7,312.1,1763,26.5,184,0,0,0,0,0,0,8639
5479,L52658,L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,5813
5480,M20339,M,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,6649
5481,H34894,H,302.7,312.1,1478,36,191,0,0,0,0,0,0,3644
5482,L52661,L,302.6,312,1781,28.5,196,0,0,0,0,0,0,7633
5483,L52662,L,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,3623
5484,M20343,M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,1202
5485,M20344,M,302.5,312,1826,25.3,203,0,0,0,0,0,0,4885
5486,L52665,L,302.6,312.1,1344,51,206,0,0,0,0,0,0,4114
5487,L52666,L,302.6,312.2,1520,43,208,0,0,0,0,0,0,8820
5488,M20347,M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,1933
5489,L52668,L,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,2512
5490,L52669,L,302.6,312.1,1499,35,215,0,0,0,0,0,1,7193
5491,L52670,L,302.6,312.1,1288,68.5,0,1,0,0,1,0,0,3773
5492,M20351,M,302.7,312.2,1350,58.6,2,0,0,0,0,0,0,4026
5493,M20352,M,302.9,312.4,1334,50.9,5,0,0,0,0,0,0,6645
5494,L52673,L,302.8,312.4,1376,57.1,8,0,0,0,0,0,0,3444
5495,L52674,L,302.8,312.4,1368,49.5,10,0,0,0,0,0,0,9522
5496,H34909,H,302.9,312.5,1357,55,12,0,0,0,0,0,1,9568
5497,M20356,M,302.9,312.5,1924,24,17,0,0,0,0,0,0,7312
5498,M20357,M,302.9,312.5,1551,40,20,0,0,0,0,0,0,5377
5499,M20358,M,302.9,312.5,1903,21.2,23,0,0,0,0,0,0,1192
5500,H34913,H,302.9,312.3,1417,48.7,26,0,0,0,0,0,0,7056
5501,L52680,L,302.7,312.1,1601,35.2,31,0,0,0,0,0,0,7354
5502,L52681,L,302.7,312.1,1543,37.5,33,0,0,0,0,0,0,742
5503,L52682,L,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,1771
5504,H34917,H,302.6,312,1657,29.3,37,0,0,0,0,0,0,7596
5505,L52684,L,302.8,312.2,1458,51,42,0,0,0,0,0,0,1577
5506,L52685,L,302.8,312.2,1746,27.4,44,0,0,0,0,0,0,9841
5507,L52686,L,302.9,312.2,1677,30.5,46,0,0,0,0,0,0,2762
5508,L52687,L,302.8,312.1,1520,39.9,48,0,0,0,0,0,0,6183
5509,L52688,L,302.9,312.2,1367,55.1,50,0,0,0,0,0,0,4065
5510,L52689,L,302.8,312.2,1509,36.5,52,0,0,0,0,0,1,5794
5511,L52690,L,302.8,312.1,1418,51.4,54,0,0,0,0,0,0,6524
5512,L52691,L,302.8,312.1,1958,20.3,56,0,0,0,0,0,0,3335
5513,L52692,L,302.8,312.2,1682,30.9,58,0,0,0,0,0,0,6087
5514,M20373,M,302.8,312.2,1452,50.3,60,0,0,0,0,0,0,478
5515,L52694,L,302.7,312,1828,24,63,0,0,0,0,0,0,2768
5516,H34929,H,302.7,312,1484,41.5,65,0,0,0,0,0,0,4217
5517,L52696,L,302.6,312,1674,32.2,70,0,0,0,0,0,0,573
5518,L52697,L,302.6,311.9,1448,49.5,72,0,0,0,0,0,0,334
5519,M20378,M,302.5,311.8,2023,19.1,74,0,0,0,0,0,0,625
5520,L52699,L,302.5,311.9,1452,47.4,77,0,0,0,0,0,0,916
5521,M20380,M,302.6,312,1496,45,79,0,0,0,0,0,0,5985
5522,L52701,L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0,2258
5523,L52702,L,302.6,311.9,1453,39.1,84,0,0,0,0,0,0,8085
5524,M20383,M,302.5,311.9,1524,34.8,86,0,0,0,0,0,0,4726
5525,L52704,L,302.6,311.9,1633,30.9,89,0,0,0,0,0,0,2079
5526,M20385,M,302.6,312,1363,45.7,91,0,0,0,0,0,0,6166
5527,L52706,L,302.5,311.9,1520,44.9,94,0,0,0,0,0,0,188
5528,M20387,M,302.5,311.9,1532,38.8,96,0,0,0,0,0,0,7468
5529,L52708,L,302.4,311.8,1384,50.9,99,0,0,0,0,0,0,162
5530,M20389,M,302.4,311.8,1539,39.9,101,0,0,0,0,0,0,8799
5531,M20390,M,302.3,311.8,1355,50.1,104,0,0,0,0,0,0,3741
5532,M20391,M,302.3,311.7,1504,37.3,107,0,0,0,0,0,0,3290
5533,L52712,L,302.4,311.8,1476,46.6,110,0,0,0,0,0,0,6033
5534,L52713,L,302.4,311.7,1721,26.9,112,0,0,0,0,0,0,9423
5535,M20394,M,302.3,311.7,1494,37.1,114,0,0,0,0,0,0,5318
5536,L52715,L,302.3,311.7,1465,43.5,117,0,0,0,0,0,0,3815
5537,M20396,M,302.3,311.8,1363,54,119,1,0,0,0,0,0,8061
5538,L52717,L,302.4,311.8,1648,30,122,0,0,0,0,0,0,528
5539,M20398,M,302.3,311.8,1879,23,124,0,0,0,0,0,0,9169
5540,H34953,H,302.3,311.7,1482,39,127,0,0,0,0,0,0,1596
5541,L52720,L,302.4,311.8,1493,38.4,132,0,0,0,0,0,0,6991
5542,L52721,L,302.4,311.8,1433,42.2,134,0,0,0,0,0,0,4815
5543,L52722,L,302.3,311.7,1400,41.6,136,0,0,0,0,0,0,5692
5544,L52723,L,302.4,311.8,1255,59,138,0,0,0,0,0,0,9176
5545,L52724,L,302.2,311.7,1471,45.6,140,0,0,0,0,0,0,9806
5546,H34959,H,302.2,311.6,1357,44.2,142,0,0,0,0,0,0,1936
5547,L52726,L,302.3,311.7,1453,41.2,147,0,0,0,0,0,0,6417
5548,M20407,M,302.3,311.7,1540,28.9,149,0,0,0,0,0,0,8606
5549,L52728,L,302.3,311.8,1605,35.2,152,0,0,0,0,0,0,5215
5550,H34963,H,302.3,311.9,1374,52.4,154,0,0,0,0,0,0,2674
5551,M20410,M,302.3,311.9,1508,42.3,159,0,0,0,0,0,0,7237
5552,H34965,H,302.4,311.9,1366,47.3,162,0,0,0,0,0,0,9278
5553,H34966,H,302.5,312,1579,35.7,167,0,0,0,0,0,0,7343
5554,L52733,L,302.5,311.9,1306,59.7,172,0,0,0,0,0,1,2804
5555,M20414,M,302.5,312,1521,40.2,174,0,0,0,0,0,0,7039
5556,L52735,L,302.5,312,1411,44.2,177,0,0,0,0,0,0,416
5557,H34970,H,302.5,312,1357,42,179,0,0,0,0,0,0,5578
5558,M20417,M,302.5,312,1436,43.5,184,0,0,0,0,0,0,2634
5559,L52738,L,302.5,311.9,1553,40.1,187,0,0,0,0,0,0,9668
5560,M20419,M,302.5,312,1451,43.2,189,0,0,0,0,0,0,297
5561,L52740,L,302.4,311.9,1541,37.9,192,0,0,0,0,0,0,3366
5562,M20421,M,302.3,311.7,1341,46.3,194,0,0,0,0,0,0,8494
5563,L52742,L,302.3,311.7,1648,32.1,197,0,0,0,0,0,0,9057
5564,M20423,M,302.3,311.7,1640,31.5,199,0,0,0,0,0,0,7228
5565,L52744,L,302.4,311.8,1416,46.1,202,0,0,0,0,0,0,5152
5566,L52745,L,302.4,311.9,1671,29.9,204,0,0,0,0,0,0,9586
5567,L52746,L,302.4,312,1457,45.5,206,0,0,0,0,0,0,4689
5568,M20427,M,302.5,312,1445,54.8,0,0,0,0,0,0,0,2052
5569,L52748,L,302.5,312.1,1534,38.6,3,0,0,0,0,0,0,6342
5570,L52749,L,302.4,312,1508,36.9,5,0,0,0,0,0,0,343
5571,M20430,M,302.4,312.1,1492,47.7,7,0,0,0,0,0,0,2559
5572,L52751,L,302.4,312,1562,37.9,10,0,0,0,0,0,0,5087
5573,L52752,L,302.4,312,1545,36.4,12,0,0,0,0,0,0,9657
5574,L52753,L,302.5,312.2,1738,25.3,14,0,0,0,0,0,0,8627
5575,L52754,L,302.4,312,1305,49.1,16,0,0,0,0,0,0,3000
5576,H34989,H,302.4,312,1477,39.7,18,0,0,0,0,0,0,9794
5577,H34990,H,302.4,312,1457,43.4,23,0,0,0,0,0,0,9726
5578,L52757,L,302.4,312.1,1455,40.4,28,0,0,0,0,0,0,8740
5579,L52758,L,302.5,312.2,1574,38.7,30,0,0,0,0,0,0,7878
5580,L52759,L,302.6,312.2,1695,27.1,32,0,0,0,0,0,0,6606
5581,M20440,M,302.6,312.2,1458,38.8,34,0,0,0,0,0,0,3064
5582,M20441,M,302.5,312.1,1454,47.6,37,0,0,0,0,0,0,7502
5583,L52762,L,302.5,312,2052,18.9,40,0,0,0,0,0,0,8528
5584,L52763,L,302.5,312,1673,29.9,42,0,0,0,0,0,0,9444
5585,L52764,L,302.4,311.9,1578,29.9,44,0,0,0,0,0,0,5055
5586,M20445,M,302.5,312,1642,29.1,46,0,0,0,0,0,0,5399
5587,M20446,M,302.4,311.8,1557,31.5,49,0,0,0,0,0,0,7090
5588,L52767,L,302.5,311.9,1481,42.9,52,0,0,0,0,0,0,8451
5589,M20448,M,302.5,311.8,1566,37.6,54,0,0,0,0,0,0,3409
5590,M20449,M,302.5,311.9,1298,57.5,57,0,0,0,0,0,0,7146
5591,M20450,M,302.5,311.9,1340,59.4,60,0,0,0,0,0,0,525
5592,L52771,L,302.5,312,1574,33.8,63,0,0,0,0,0,0,339
5593,L52772,L,302.5,311.9,1437,46.7,65,0,0,0,0,0,0,1741
5594,L52773,L,302.6,311.9,1354,48,67,0,0,0,0,0,0,7555
5595,L52774,L,302.6,311.9,1598,35.5,69,0,0,0,0,0,0,1868
5596,M20455,M,302.7,312,1944,21.4,71,0,0,0,0,0,0,5869
5597,M20456,M,302.7,312,1538,36.7,74,0,0,0,0,0,0,7851
5598,L52777,L,302.7,312,1501,37,77,0,0,0,0,0,0,3163
5599,L52778,L,302.8,312.1,1441,52.1,79,0,0,0,0,0,0,3822
5600,M20459,M,302.7,312,1652,31,81,0,0,0,0,0,0,8849
5601,L52780,L,302.8,312.1,1487,36.6,84,0,0,0,0,0,0,4512
5602,L52781,L,302.9,312.2,1605,33.9,86,0,0,0,0,0,0,9916
5603,L52782,L,302.9,312.1,1334,54.7,88,0,0,0,0,0,0,8775
5604,L52783,L,302.9,312.2,1340,57.8,90,0,0,0,0,0,0,7871
5605,L52784,L,302.9,312.2,1513,37.8,92,0,0,0,0,0,0,6376
5606,L52785,L,302.9,312.2,1510,41.4,94,0,0,0,0,0,0,9898
5607,L52786,L,302.9,312.2,1729,23.6,96,0,0,0,0,0,0,6848
5608,M20467,M,302.9,312.2,1745,25.5,98,0,0,0,0,0,0,7743
5609,M20468,M,303.1,312.3,1623,31.6,101,0,0,0,0,0,0,4973
5610,M20469,M,303.1,312.4,1378,50.1,104,0,0,0,0,0,0,9742
5611,L52790,L,303.1,312.4,1407,41.2,107,0,0,0,0,0,0,7731
5612,M20471,M,303,312.3,1674,29.5,109,0,0,0,0,0,0,4039
5613,L52792,L,303,312.3,1486,42.4,112,0,0,0,0,0,0,5672
5614,M20473,M,303,312.3,1483,38.8,114,0,0,0,0,0,0,956
5615,H35028,H,303,312.2,1624,28.8,117,0,0,0,0,0,0,1550
5616,M20475,M,303,312.2,1257,71.3,122,1,0,0,1,0,0,294
5617,L52796,L,303,312.3,1480,41.4,125,0,0,0,0,0,0,1282
5618,L52797,L,303.1,312.4,1404,61.5,127,1,0,0,1,0,0,2409
5619,M20478,M,303,312.4,1645,29.6,129,0,0,0,0,0,0,1718
5620,L52799,L,303,312.3,1932,21.9,132,0,0,0,0,0,0,6836
5621,L52800,L,303,312.3,1533,38.5,134,0,0,0,0,0,0,8443
5622,M20481,M,302.9,312.2,1292,54.4,136,0,0,0,0,0,0,7493
5623,L52802,L,302.9,312.2,1571,40.6,139,0,0,0,0,0,0,3749
5624,L52803,L,302.9,312.3,1578,36.3,141,0,0,0,0,0,0,479
5625,M20484,M,302.8,312.2,1469,36.9,143,0,0,0,0,0,0,3094
5626,L52805,L,302.7,312.1,1728,24.4,146,0,0,0,0,0,0,3845
5627,H35040,H,302.7,312.1,1603,32.5,148,0,0,0,0,0,0,4636
5628,L52807,L,302.7,312.1,1597,39.8,153,0,0,0,0,0,0,4875
5629,L52808,L,302.7,312.1,1688,32,155,0,0,0,0,0,0,3229
5630,L52809,L,302.7,312.2,1405,51.4,157,0,0,0,0,0,0,9515
5631,M20490,M,302.8,312.2,1615,32.9,159,0,0,0,0,0,0,7827
5632,L52811,L,302.8,312.2,1515,36.8,162,0,0,0,0,0,0,5942
5633,L52812,L,302.7,312.2,1376,52.8,164,0,0,0,0,0,0,6475
5634,L52813,L,302.7,312.2,1447,47.5,166,0,0,0,0,0,0,5571
5635,M20494,M,302.6,312.2,1353,56.5,168,0,0,0,0,0,0,7521
5636,L52815,L,302.6,312.1,1502,47.3,171,0,0,0,0,0,0,6339
5637,L52816,L,302.6,312,1447,45.5,173,0,0,0,0,0,0,8471
5638,M20497,M,302.5,312,1487,46.1,175,0,0,0,0,0,0,5791
5639,L52818,L,302.6,312.1,1519,38.1,178,0,0,0,0,0,0,6969
